movie_id,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
29,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
34,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
42,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
48,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
50,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
52,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
60,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
81,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
86,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
92,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
93,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
94,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
95,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
97,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
101,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
107,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
110,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
111,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
112,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
150,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
151,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
153,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
158,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
160,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
162,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
164,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
165,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
168,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
169,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
170,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
173,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
181,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
186,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
188,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
191,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
193,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
194,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
195,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
198,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
199,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
203,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
208,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
215,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
230,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
231,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
233,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
234,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
236,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
239,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
247,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
253,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
257,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
259,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
260,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
262,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
266,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
273,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
276,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
277,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
280,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
281,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
282,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
288,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
289,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
290,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
292,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
293,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
296,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
305,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
308,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
314,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
315,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
316,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
317,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
318,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
319,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
322,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
327,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
329,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
332,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
339,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
342,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
346,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
348,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
350,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
351,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
353,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
355,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
356,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
357,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
358,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
360,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
362,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
364,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
366,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
367,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
368,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
370,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
372,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
374,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
380,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
381,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
382,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
393,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
405,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
407,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
410,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
413,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
417,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
419,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
426,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
427,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
428,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
432,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
434,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
435,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
436,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
440,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
441,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
446,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
448,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
450,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
454,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
455,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
459,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
464,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
466,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
468,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
471,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
475,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
479,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
480,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
481,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
482,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
485,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
489,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
491,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
492,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
493,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
494,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
497,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
500,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
501,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
502,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
504,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
506,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
507,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
508,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
509,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
512,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
514,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
516,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
517,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
518,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
520,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
522,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
524,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
527,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
529,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
531,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
532,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
533,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
534,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
535,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
537,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
538,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
539,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
541,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
542,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
543,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
544,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
546,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
548,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
550,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
551,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
552,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
553,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
558,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
562,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
565,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
569,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
574,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
575,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
588,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
590,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
592,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
593,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
594,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
595,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
596,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
597,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
599,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
605,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
608,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
610,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
611,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
616,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
628,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
637,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
647,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
648,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
653,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
